,Actor ID/SRN,Actor/Organisation name,Device Name,"NB ID, name",Certificate number,Certificate revision,Certificate issue date,Certificate expiry date,Certificate status,link
101,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",Hemoglobin Monitoring meter,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/16a843ba-2948-451f-b8dd-21590863fe8f
102,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",Hemoglobin Test Strip,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9efbcf8b-c60c-4628-8381-e35a57c17236
103,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",Hemoglobin Monitoring control solution,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fc48bf2e-091f-4282-8614-9da83813c43c
104,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",Uric Acid Monitoring Meter,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/56a0212e-849b-4ddd-9a2e-9ac9a186f666
105,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",Uric Acid Monitoring Test Strips,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/92f13639-0524-4019-9efb-df33c1fb0a7a
106,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",Uric Acid Monitoring Control Solution,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3044af75-5d70-4bb5-861f-6577d846b32b
107,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/56293fdd-b007-4e51-884a-89ca27d1bf24
108,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/53e71b7d-066f-4016-8c7c-78eeb4e26dd4
109,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d85a5e60-76c8-404e-8df1-e5ae657bf74e
110,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",,"0123, TÜV SÜD Product Service GmbH",V1 095295 0002,,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2c15d1ec-a0da-4ceb-b3bd-a1fe46490015
111,CN-MF-000008447,"Hangzhou Sejoy Electronics & Instruments Co.,Ltd.",Blood Glucose Meter,"0197, TÜV Rheinland LGA Products GmbH",HL 60149972 0001,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b1735cca-b118-4930-8e97-223bb32431f0
112,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",Early Pregnancy (hCG) Test,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2d92f8c3-25fd-474a-b896-f2b6d00a54e7
113,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",Early Pregnancy (hCG) Test,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c301f095-ce3c-4872-be6c-c1dff71511e2
114,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",Early Pregnancy (hCG) Test,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d4954c32-ab3a-4b85-a178-42ff4f325468
115,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",dBest H. Pylori Saliva (HPS) Test Kit ,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9ce3b0a8-60ef-44b0-8fbd-759071a9052e
116,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",dBest H. Pylori Saliva (HPS) Test Kit,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/459f591d-51e1-40a8-8be5-2902482d1811
117,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",dBest H. Pylori Saliva (HPS) Test Kit ,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/41d7d49d-e81c-4289-a7f8-1205d97b3542
118,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",hCG Panel Test,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/603862ce-4221-4e33-9b92-7d5877c297b0
119,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",Chlamydia Trachomatis Test,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9d4ebea7-3c4d-4c37-a08f-add37c22b77c
120,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",Chlamydia Trachomatis Test,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/16ed4cbd-6dbd-4fd8-b61b-c1d21cde5eb8
121,CN-MF-000020607,"Ameritech Diagnostic Reagent (Jiaxing) Co., Ltd.",Fecal Occult Blood Rapid Test,"0123, TÜV SÜD Product Service GmbH",V1 107987 0002,02,,2023-12-15,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/92f5d0ea-50d9-42ef-825c-111cd8f99b7c
122,CN-MF-000020150,"Beijing Leadman Biochemistry Co., Ltd.",Free Prostate Specific Antigen Assay kit,"0123, TÜV SÜD Product Service GmbH",V1 071450 0018,01,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9a7cb1b0-c4d2-4ef4-a0c8-a1f672729656
123,CN-MF-000020150,"Beijing Leadman Biochemistry Co., Ltd.",Prostate Specific Antigen Assay Kit,"0123, TÜV SÜD Product Service GmbH",V1 071450 0018,01,,2025-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d2c5772f-8da0-457e-bcbd-43c9a6a20c70
124,CN-MF-000014615,Ustar Biotechnologies (Hangzhou) Ltd.,EasyNAT COVID-19 RNA Test for Self-Testing,"1434, POLSKIE CENTRUM BADAN I CERTYFIKACJI S.A.",1434-IVDD-109/2022,,,2025-05-27,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/af540cc8-ced6-4b06-b9bb-69f2e5bb1af2
125,SE-MF-000019012,AegirBio (Sweden) AB,VIRASPEC Covid-19 Test (SARS-CoV-2),"1434, POLSKIE CENTRUM BADAN I CERTYFIKACJI S.A.",1434-IVDD-127/2022,,,2027-05-25,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ff1acc8e-bfb8-42df-b775-75c92dde7e0e
126,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fe9c4848-c32b-4368-9062-02cccd9c9907
127,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5885ef0c-96fd-4fbe-88dc-78debf49ac36
128,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6aa74a08-9dea-4504-8130-7992f7bf368d
129,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c78b3400-affd-4f92-bcd9-25261f5ae754
130,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ec0bd58c-7597-4055-bc48-766c87608c37
131,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-02,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e4ec227c-8d77-4e70-a4e5-01cf2e0f591f
132,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Flex,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0274eb26-dc3a-455a-a387-d7f28643d16c
133,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/da6f5d0b-802a-4598-a6d5-34d4865b2b60
134,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ee1a30ec-340e-46b3-83f3-af027ee99372
135,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus Flex,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1cd9678c-c372-4538-a416-398b3ed39156
136,CH-MF-000014224,LifeScan Europe GmbH,OTV FlexMeter mg AT/DE/BE (LE),"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/62983ef4-bbc3-4dbe-b704-35e8cb1435e1
137,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/142aef99-6c35-442d-a1b9-3a59beef9cd6
138,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/84b3d0d3-e2d7-4a97-a5c6-e730a86ea15d
139,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9bdd26b6-aac2-4101-86da-46d0382fb2f1
140,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Flex,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/42925c49-210b-42f2-a805-50e36445631f
141,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8e655d7d-9a55-4646-af5a-2ecbcc69ff26
142,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ceab363a-989e-40b8-9aee-3a1b01d667a3
143,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/14a3d11c-aee6-4bdf-9e74-c6bc5ed9d1a9
144,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/640f242b-01c5-4a85-96ca-1b3cabce1eec
145,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5772f4f3-4007-498d-9486-9d9901dabc87
146,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/29508723-f1b2-424e-86b4-0aa900257b90
147,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e54c043d-89b6-45b9-a4c4-c8b5c9f59652
148,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a554b863-dace-4730-9da8-24d8775dee7d
149,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Reflect,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0d18892a-ae22-4c58-9458-7e7dc68eb865
150,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2a965ea0-9122-4ae1-93e5-579019a6d4f0
151,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/954b8618-9a81-43be-a377-d911f5426996
152,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/97d886c5-c762-4893-b4f2-d273f8563b6a
153,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ef698187-7191-4626-adb3-b9f7394ee578
154,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9499f1c7-3bf3-4e00-aa0b-35b1f69d1c4b
155,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c30fc3b1-4839-4911-9970-2bb8a815073f
156,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/db96ae08-cdd6-4ad4-acb2-002b99564c36
157,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a889e6f4-39a4-4f83-9397-3202ddf2244e
158,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1a60a47e-e196-4fb8-93be-35ad981a6154
159,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a64290b2-b621-44af-a4cd-f6647b85edcf
160,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2026-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d5410bd3-5d8e-4e9f-8809-78129bae8450
161,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b7af58e9-fcea-4ae8-ba3a-6fd4cb49b25f
162,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6d6f855a-baff-4ed6-bfc3-9869ea27d6c1
163,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e0bc0149-e34c-4d5f-988c-c83cc868973b
164,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f5748df8-aa36-457c-8c85-37b65d679b9d
165,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/14203fc7-80db-4d90-8018-697479b60ac5
166,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/24c026dd-938b-44fc-ac27-a75a54c5d588
167,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f5f90d9e-7695-478c-bff0-f4d12a6ec595
168,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/81b95e79-974a-4584-a2a5-b4617747c777
169,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9438f9e8-4790-4160-90cf-e28e70a9ab11
170,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus Flex,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d60ee4bd-6d04-4d76-834a-9c38a11e3875
171,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0a81a5d8-cb6f-4019-8a90-ba797c39c66a
172,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d5072419-c9d3-480a-b341-4e3e33d4a5fd
173,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/af8b1239-4806-4d07-9f7f-c79908948521
174,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8d676b8f-9331-46ac-85da-c3fae5861023
175,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/13c4762c-14db-44ea-aca1-3e78b8d9d564
176,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Control Solution ,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/caf93d68-cc59-472c-821a-15b95196ed85
177,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b4373d3b-f366-4c50-9364-f153a901e742
178,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/11b8d26d-b12a-416f-a0ea-1a1e7c5d65a0
179,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-24,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2c96ea55-7b44-41f0-ac38-fcf34fa15f03
180,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus Flex,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/49c27fce-685e-458f-bf65-87ba21014bad
181,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/447557b5-46e6-42df-bf98-ca45e4448a51
182,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/04c625e3-060b-48ff-8b83-7752e0358ba0
183,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b854e8c8-7b68-4258-9e82-9fb73b9d1e8f
184,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b33c1d2b-af9d-450c-bade-825f9ad9ff21
185,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a1e67d15-9be6-4c62-8d3b-124d00279a31
186,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus Flex,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4ba771cb-c28b-42db-8d62-3919b80f97a2
187,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6afc19d6-f8ed-4b21-b278-bf026c7c50b1
188,CH-MF-000014224,LifeScan Europe GmbH,OneTouch SelectPlus,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c27bee75-86c1-449e-9f7e-bea738f83533
189,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/68b2d6a9-d04a-4c6e-a9aa-6dae6468dd13
190,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/82b043b5-118d-4aae-851d-a25d5115bd1a
191,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strips,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ff6a1468-4149-407c-89e1-d17eccc98a4d
192,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/adc919cb-8866-48eb-bc92-faf3e8ca9cb6
193,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio Control Solution,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7330dcb5-1e8a-48cf-917a-cbe758684526
194,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ac5d7709-6e9a-4275-9055-f6b1b98bb6f5
195,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/642ba0e4-ee72-4f58-9831-1524b486e605
196,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a7e2bd7c-b81b-445c-91b5-7fff14f9a712
197,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a13aee68-550b-4e98-a760-930c3c14c440
198,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a9f70374-587d-40f1-b7a6-b7402ca97389
199,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/bb27a14e-6242-445e-94d6-854b2c1e958c
200,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7198ee76-066f-4faf-a7bd-ada8e658d842
201,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Verio test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/214ebce7-eb2c-4bc5-995f-8a67585a9485
202,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Select Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/36a8d20e-7534-41ec-b85e-7b141d8c409e
203,CH-MF-000014224,LifeScan Europe GmbH,OneTouch Ultra Plus test strip,"0344, DEKRA Certification B.V.",2231396CE01,,,2024-05-26,,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5d3c6fb8-737c-48da-a45f-aeb1d8f85f8a
