,Actor ID/SRN,Actor/Organisation name,Applicable legislation,EUDAMED DI code,Kit,Risk class,Companion diagnostic,Near patient testing,Patient self testing,Professional testing,Reagent,Instrument,Device name,Presence of human tissues and cells or their derivatives,Presence of animal tissues and cells or their derivatives,Presence of cells or substances of microbial origin,link
2591,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22051018A / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c8df275f-bbb8-4b2c-a030-342ebae4b865
2592,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22060018C / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Calibrator ,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/659c078b-22f2-49dc-9415-109eee5636ca
2593,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22061008F / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/92a2ab23-1557-4a85-b316-e40a3578bbaa
2594,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22061018H / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5d6c5375-9db1-4f80-93d9-f40d8893eaac
2595,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22071008N / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/40363eed-5569-495a-849e-14d324cd1855
2596,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22071018Q / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d5a41073-72a0-4a16-af58-6103fb90c9fe
2597,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22081008V / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/63112354-ca58-4dae-b3d4-c39820a21c1f
2598,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22081018X / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/14712205-81e3-4731-b0ce-81a9943a52cd
2599,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL220900293 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/16994bb2-6a85-469c-9f25-c13a09ad8ae1
2600,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL220910094 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f2c9f1b0-472f-44b8-80b6-c56c449cb593
2601,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL220910196 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b19f4e0a-42d7-4b61-ab25-33fc664b67b3
2602,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22101007G / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5f54f6a8-3e58-40f9-a71a-4e54b9ea5782
2603,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22101017J / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ff612214-48c4-4837-b21e-a34eec4dac00
2604,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22111007P / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2b80b5fe-06b2-4c65-ba33-ac07ece09fcf
2605,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22111017R / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a2ba9f52-2cc9-4d03-b167-9eb117ab5120
2606,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22121007W / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fa1f9d2d-885f-49d0-a64b-7e33c1595e83
2607,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22121017Y / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e7367f74-ae23-4467-852b-4cbba018b2b0
2608,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL221310085 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/62ceed46-520a-430c-832e-6ff875b54905
2609,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22141008C / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/31dc3cc8-2161-40ee-97bd-3a5303ad7db0
2610,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22151008K / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/451de0de-ecf0-44ee-a7b4-e0c21a46afee
2611,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22161008S / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7fb25e6b-e079-45f8-982f-a43345ad6f10
2612,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22161018U / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ed84ca4a-fb9f-43da-a16d-89426c95c258
2613,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22171008Z / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8a4a5618-c26a-444b-9937-c56f0e153633
2614,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL221810098 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f11aaf27-96a3-4dd3-9b55-258e9ed82e9d
2615,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22191009F / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b548c114-fd39-45ce-8e90-47c61373284c
2616,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22201007T / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4c947dc0-546a-4a57-94ab-c23d7bf4ae78
2617,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL222110082 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/602b2a74-e99f-44d4-99d6-1fbaf58629b6
2618,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL222210089 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cb5add07-e9d3-4e03-b85d-483f684ce1a3
2619,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22231008G / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ed9fb351-ce7c-41e5-8c56-dba5f429848b
2620,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22241008P / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4b703137-fc3c-4cda-90c4-6766837f2d6b
2621,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL222610095 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/431da1f1-f56f-4898-a922-60a2c9fed2f3
2622,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL22271009C / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/07d5923c-e01a-492c-9e40-ba7f59eb97cf
2623,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2281100A4 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6b355c3f-95e6-4365-9873-94532e2d115a
2624,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2281101A6 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a7276312-84b3-4dde-a4b6-953f1e820042
2625,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2282100AB / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/de282099-277d-4d22-b103-51cba092dc49
2626,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2282101AD / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/dd429b98-0332-42eb-be58-39551aab2daf
2627,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2283100AJ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1b814be0-8ecd-4f59-b009-42e6bef98b36
2628,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2283101AL / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/79c7d51c-24c1-48b3-8beb-7653fb3b1c49
2629,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2284100AR / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/07236281-66f4-489b-a112-0835492c9761
2630,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2284101AT / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/1ca9c84f-28c0-42df-97bf-20d54a072843
2631,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2285100AY / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/21b3faf5-af42-4508-848f-279a47651c0d
2632,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2285101B2 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e488ee76-4e68-4196-a4af-061209bf5ed9
2633,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2286100B7 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9c4ad198-deb6-498b-809b-94e64c21eae7
2634,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2286101B9 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Fluorescent Platelets Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/85399ba4-ed79-4ff2-8b00-3771211a8f29
2635,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2287100BE / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/371eeeb6-15ff-4cfd-be74-52f56f286304
2636,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2288100BM / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c2a4ebc9-c678-46c2-98b9-351f82e06f60
2637,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2289100BU / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Analyzer Reticulocyte Calibrator,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3d5767a6-2545-492f-b089-654995511a52
2638,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2291001AC / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/64e395fa-0c47-4d07-964e-d88dcbf43b98
2639,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2291002AE / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ddad7d8e-59e0-43ba-9ac6-72ad0372e35d
2640,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2291003AG / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9dc3bb07-fddb-49aa-83ab-cf17b27f4834
2641,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2292001AK / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cdda0230-3795-4cfc-bc7e-09582e8a81f4
2642,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2292002AM / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a3918d91-b1fe-4d26-8ea6-39610f89bcbe
2643,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2292003AP / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/91f91ad2-f5a7-45c5-9b73-3e40b6723139
2644,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2296001BF / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/cc06bd84-0ba4-4780-8e96-8fdbcad31be1
2645,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2296002BH / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ce2df7f9-5d6a-4371-931a-fb05f8f3a8c8
2646,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2296003BK / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9555909a-86ee-4fd7-999c-363127c7217c
2647,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2297001BN / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/497352b1-1423-4d08-9f15-32fb06cec639
2648,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2297002BQ / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/be158688-84ab-47ef-86d8-ea9f81512e2a
2649,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EBL2297003BS / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,No,No,Hematology Control,No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9472bb75-8225-40ed-8d73-0c926982c149
2650,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EC9403001B2 / EUDAMED,No,IVD-GENERAL,No,No,No,Yes,No,No,Glycated Hemoglobin Analyzer Column S,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a03afb78-7a6d-405a-ab4c-3939b534a6f6
2651,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-EC9404001B9 / EUDAMED,No,IVD-GENERAL,No,No,No,Yes,No,No,Glycated Hemoglobin Analyzer Column S,No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/254ff007-8edf-4cc5-b6ab-b4b70fdf64b7
2652,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH010100247 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Albumin (Alb),No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/160bbcb8-4df4-4cf0-a4f4-696a64d6797f
2653,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH010100349 / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Total Bilirubin (TBil),No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4fbd593d-4391-48a5-b3f4-5c1353256972
2654,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010044B / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Direct Bilirubin (DBil),No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5a3794c2-cc14-4a77-ad5a-ef0acee486c4
2655,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010054D / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Total Bile Acids (TBA) Assay Kit by Enzyme Cycle Method,No,No,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/be2197e2-2264-4065-b381-8d022a7cd626
2656,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010074H / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Prealbumin (PA),No,Yes,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/b40ab115-0cc4-4c34-a14a-9059a8f2a1f6
2657,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010084K / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Total Protein (TP),No,No,No,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fab04b19-a27c-4fbe-8b1d-fd151dfe1daf
2658,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010514L / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Urea,No,No,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/85fd2034-5e56-40b5-85e2-c10615d2e2aa
2659,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010534Q / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Creatinine (Crea) Assay Kit by SAO Method,No,No,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e9b5f568-6d07-44f8-ba8f-895ac4fd4886
2660,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010544S / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,Uric Acid (UA),No,No,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/bb02446f-247f-4757-ae3b-3877ad8b714f
2661,CN-MF-000014618,"Maccura Biotechnology Co., Ltd. ",IVDD (Directive 98/79/EC on in vitro Diagnostic Medical Devices),B-ECH01010554U / EUDAMED,Yes,IVD-GENERAL,No,No,No,Yes,Yes,No,β2-Microglobulin（β2-MG）,No,Yes,Yes,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e41506f1-af6d-4994-b1f3-d653d67bd0a7
