,Actor ID/SRN,Actor/Organisation name,UDI-DI code,Status,Nomenclature code(s),Name/Trade name(s),Reference-catalogue number,Additional Product description,Additional information url,Clinical sizes,Labelled as single use,Maximum number of reuses,Need for sterilisation before use,Device labelled as sterile,Containing Latex,Storage and handling conditions,Critical warnings or contra-indications,Reprocessesed single use device,Member state of the placing on the EU market of the device,link
1649,DE-MF-000006335,Helmut Hund GmbH,04260744360235 / GS1,On the EU Market,W0299: IVD INSTRUMENTS - OTHER,,008.0359.0,,,,No,,No,No,No,"5 °C | 40 °C | max. 80 % up to 31 °C, lin. decreasing, max. 50 % at 40 °C","Symbol ""Observe the manual!"" on product label",No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/92e6db3b-5374-444b-9d2a-bcfb0bfdf44a
1650,DE-MF-000006335,Helmut Hund GmbH,04260744360242 / GS1,On the EU Market,W0299: IVD INSTRUMENTS - OTHER,,008.0387.0,,,,No,,No,No,No,"5 °C | 40 °C | max. 80 % up to 31 °C, lin. decreasing, max. 50 % at 40 °C","Symbol ""Observe the manual!"" on product label",No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5cde89a9-a8e3-46b4-93a6-ceaacec5303b
1651,DE-MF-000006335,Helmut Hund GmbH,04260744360259 / GS1,On the EU Market,W0299: IVD INSTRUMENTS - OTHER,,008.0450.0,,,,No,,No,No,No,"5 °C | 40 °C | max. 80 % up to 31 °C, lin. decreasing, max. 50 % at 40 °C","Symbol ""Observe the manual!"" on product label",No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/013eac2a-a1fb-4dfa-973c-14b56b9c6eda
1652,DE-MF-000006335,Helmut Hund GmbH,04260744360266 / GS1,On the EU Market,W0299: IVD INSTRUMENTS - OTHER,,008.0368.0,,,,No,,No,No,No,"5 °C | 40 °C | max. 80 % up to 31 °C, lin. decreasing, max. 50 % at 40 °C","Symbol ""Observe the manual!"" on product label",No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f1031817-8fa9-448c-b170-b477911d342c
1653,DE-MF-000006335,Helmut Hund GmbH,04260744360273 / GS1,On the EU Market,W0299: IVD INSTRUMENTS - OTHER,,008.0370.0,,,,No,,No,No,No,"5 °C | 40 °C | max. 80 % up to 31 °C, lin. decreasing, max. 50 % at 40 °C","Symbol ""Observe the manual!"" on product label",No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/999e3b4b-5611-4735-912b-576326be5107
1654,DE-MF-000006335,Helmut Hund GmbH,04260744360280 / GS1,On the EU Market,W0299: IVD INSTRUMENTS - OTHER,,008.0371.0,,,,No,,No,No,No,"5 °C | 40 °C | max. 80 % up to 31 °C, lin. decreasing, max. 50 % at 40 °C","Symbol ""Observe the manual!"" on product label",No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/bbaf8e65-6c56-424c-91b5-478ce9b9b70b
1655,DE-MF-000021069,Nutri Plate GmbH,04262358110008 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate Candida-Elektivagar nach NICKERSON[DE],0412-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2dc799b6-f968-4eac-9390-2e1234042bd4
1656,DE-MF-000021069,Nutri Plate GmbH,04262358110015 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate SABOURAUD-2%-Glucose-Agar[DE],0413-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/dd4b4197-3f1e-4ca2-8df5-0ee7442e6de8
1657,DE-MF-000021069,Nutri Plate GmbH,04262358110022 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate Selektivagar für pathogene Pilze[DE],0415-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5f91fdda-f3cb-4908-85b7-0e6a074d72d5
1658,DE-MF-000021069,Nutri Plate GmbH,04262358110039 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate Pilzagar nach KIMMIG[DE],0421-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d2be9064-8366-4633-b171-bafe4ff9f1d6
1659,DE-MF-000021069,Nutri Plate GmbH,04262358110046 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER, 	Nutriplate Dermatophyten – Selektivagar (DTM) nach Taplin[DE],0422-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/257a99cc-50b8-4ef9-9054-30f90d4d338b
1660,DE-MF-000021069,Nutri Plate GmbH,04262358110053 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate Reisagar-Agar[DE],0424-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/6e74a6d5-c95a-4678-b2bc-c238e971f4e6
1661,DE-MF-000021069,Nutri Plate GmbH,04262358110060 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate MacCONKEY-Agar[DE],0426-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f2349456-9e88-4e02-97ac-a6c650513a57
1662,DE-MF-000021069,Nutri Plate GmbH,04262358110077 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate MUELLER-HINTON-Agar[DE],0427-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/470121ef-66a8-4b5f-a071-003cbabab4a4
1663,DE-MF-000021069,Nutri Plate GmbH,04262358110084 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate SABOURAUD-2%-Glucose-Agar Mini[DE],0613-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/07aba7bf-ff82-4d4d-b28e-7933c95bbe0e
1664,DE-MF-000021069,Nutri Plate GmbH,04262358110091 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate Selektivagar für pathogene Pilze Mini[DE],0615-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ca7d97b7-7924-4e11-844b-e32fb5d16b22
1665,DE-MF-000021069,Nutri Plate GmbH,04262358110107 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER,Nutriplate Pilzagar nach KIMMIG Mini[DE],0621-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/140631cd-caf1-4080-9c1d-bccea32fbca9
1666,DE-MF-000021069,Nutri Plate GmbH,04262358110114 / GS1,On the EU Market,W02039099: VARIOUS MICROBIOLOGY INSTRUMENTS - OTHER, 	Nutriplate Dermatophyten – Selektivagar (DTM) nach Taplin Mini[DE],0622-85,,,,Yes,1,No,No,No,Between +8 and +15°C | see orientation arrow,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/956bd128-64ce-42e2-a3fb-8a92082eb19a
1667,DE-MF-000025558,ROBERT RIELE GmbH & Co KG,04262371610004 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),Chemistry Analyzer[EN],4040044,Chemistry Analyzer[EN],https://riele.de/products/photometer4040plus/,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ce3486a4-2671-42ac-b272-de892ffd98e7
1668,DE-MF-000025558,ROBERT RIELE GmbH & Co KG,04262371610011 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),Chemistry Analyzer[EN],1704648001,Semi-automated chemistry analyzer[EN],https://riele.de/products/photometer5010/,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/120eb4d8-8561-4765-a0c2-048e494e27f2
1669,DE-MF-000025558,ROBERT RIELE GmbH & Co KG,04262371610028 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),Chemistry Analyzer[EN],4040001,Chemistry Analyzer[EN],https://riele.de/products/photometer4040/,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/61104e78-5f7f-4708-9e95-1f269eb99daf
1670,DE-MF-000025558,ROBERT RIELE GmbH & Co KG,04262371610035 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),Photometer 505[EN],505001,Semi-automated chemistry analyzer[EN],,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/fdd6d7ad-9508-465f-a30a-bcb69186f569
1671,DE-MF-000025558,ROBERT RIELE GmbH & Co KG,04262371610035 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),Chemistry Analyzer [EN],505001,Semi-automated chemistry analyzer[EN],,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/73e29afc-361b-4ce7-ab17-7960f4ac68f1
1672,DE-MF-000025558,ROBERT RIELE GmbH & Co KG,04262371610042 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),Chemistry Analyzer[EN],680003,Single-beam filter photometer with discrete filters[EN],https://riele.de/products/photometer680/,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9bf8e0b2-51b1-4588-8a62-772b55505a1b
1673,DE-MF-000025558,ROBERT RIELE GmbH & Co KG,04262371610059 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),Chemistry Analyzer[EN],680006,Single-beam filter photometer with filter wheel[EN],https://riele.de/products/photometer680filterwheel/,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/aa3e0205-fa2b-404f-a279-9cdcff715186
1674,DE-MF-000023287,ipa-plast KG,04262377130001 / GS1,On the EU Market,"W05020199: SAMPLES TRANSPORT, CONTAINERS - OTHER","Biopsie-Röhrchen 47x 16 mm, 6 ml[DE]",100714,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/76037735-ecc3-4362-ab80-ca6051b733fc
1675,DE-MF-000023287,ipa-plast KG,04262377130018 / GS1,On the EU Market,"W05020199: SAMPLES TRANSPORT, CONTAINERS - OTHER",Probenröhrchen 100x 16 mm[DE],100721,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d93085ba-4400-452d-9e1a-23289399305b
1676,DE-MF-000023287,ipa-plast KG,04262377130025 / GS1,On the EU Market,"W05020180: SAMPLES TRANSPORT, CONTAINERS - ACCESSORIES",Schraubverschluss weiß[DE],105208w,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/22f1dfc7-39a4-47a6-95dd-79775b928cc3
1677,DE-MF-000023287,ipa-plast KG,04262377130032 / GS1,On the EU Market,"W05020180: SAMPLES TRANSPORT, CONTAINERS - ACCESSORIES",Schraubverschluss rot[DE],105208r,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/de1918ee-68b8-451a-84c6-61feb9f5591a
1678,JP-MF-000024143,Tosoh Corporation,04560189211742 / GS1,On the EU Market,W01029099: IMMUNOCHEMISTRY REAGENTS - OTHER,,0020968,,,,No,,No,No,No,2 to 8 Celsius degree,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/efd18ac1-3591-465e-8700-5d1e7fdf2a1f
1679,JP-MF-000024143,Tosoh Corporation,04560189213630 / GS1,On the EU Market,W01029099: IMMUNOCHEMISTRY REAGENTS - OTHER,,0029708,,,,No,,No,No,No,2 to 8 Celsius degree,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d0119b6e-3e18-4415-8d76-4a254f69b7bd
1680,JP-MF-000024143,Tosoh Corporation,04560189216150 / GS1,On the EU Market,W01029099: IMMUNOCHEMISTRY REAGENTS - OTHER,,0029709,,,,No,,No,No,No,2 to 8 Celsius degree,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f62586f4-6360-4aed-a408-12f6bdb43e25
1681,JP-MF-000024143,Tosoh Corporation,04560189238787 / GS1,On the EU Market,W020106019080: VARIOUS DIABETES MONITORING INSTRUMENTS - HARDWARE ACCESSORIES,,0021561,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ed3719b3-15f2-4977-98b5-14112dddb389
1682,JP-MF-000024143,Tosoh Corporation,04560189238794 / GS1,On the EU Market,W020106019080: VARIOUS DIABETES MONITORING INSTRUMENTS - HARDWARE ACCESSORIES,,0021562,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d54390c6-febd-42f0-b1bd-4703347f5fd6
1683,JP-MF-000024143,Tosoh Corporation,04560189282896 / GS1,On the EU Market,W0201020101: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - LOW ROUTINE (Throughput <= 100 test/h),,0019945,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/287b2cbe-4efe-4bef-8674-6c4abbe99b16
1684,JP-MF-000024143,Tosoh Corporation,04560189282919 / GS1,On the EU Market,W0201060101: GLYCOSILATED HEMOGLOBIN DEVICEs,,0021560,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7a05826f-7e1f-450f-9ad7-9e00b5452daf
1685,JP-MF-000024143,Tosoh Corporation,04560189282926 / GS1,On the EU Market,W0201060101: GLYCOSILATED HEMOGLOBIN DEVICEs,,0021674,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7c4d3e8a-df67-4c0a-bc0d-567a52637493
1686,JP-MF-000024143,Tosoh Corporation,04560189283992 / GS1,On the EU Market,W0201020101: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - LOW ROUTINE (Throughput <= 100 test/h),,0022930,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e1704380-abbf-4d07-a526-8f0e9b7b0cba
1687,JP-MF-000024143,Tosoh Corporation,04560189284005 / GS1,On the EU Market,W0201020180: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - HARDWARE ACCESSORIES,,0022931,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/119b963d-6006-456c-b8df-8787bc3fab23
1688,JP-MF-000024143,Tosoh Corporation,04560189284012 / GS1,On the EU Market,W0201020180: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - HARDWARE ACCESSORIES,,0022932,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/a4d0c215-13bd-4b89-9471-4a74b56cba16
1689,JP-MF-000024143,Tosoh Corporation,04562185392654 / GS1,On the EU Market,W0201060101: GLYCOSILATED HEMOGLOBIN DEVICEs,,0023130,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/64f5c596-24ec-4ce3-aafe-cbaba3d1f298
1690,JP-MF-000024143,Tosoh Corporation,04562185395259 / GS1,On the EU Market,W02050116: NUCLEIC ACID TESTING INTEGRETED EXTRATION /AMPLIFICATION /DETECTION SYSTEMS,,0023950,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c0203f99-4436-4a1f-8066-0af5be691c6a
1691,JP-MF-000024143,Tosoh Corporation,04562185395570 / GS1,On the EU Market,W01029099: IMMUNOCHEMISTRY REAGENTS - OTHER,,0029701,,,,No,,No,No,No,2 to 8 Celsius degree,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f3cf9e05-74b3-40a6-a490-416b0eda7ca6
1692,JP-MF-000024143,Tosoh Corporation,04562185395587 / GS1,On the EU Market,W01029099: IMMUNOCHEMISTRY REAGENTS - OTHER,,0029702,,,,No,,No,No,No,2 to 8 Celsius degree,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d93dbafa-8df6-40e8-bc43-77b98a658869
1693,JP-MF-000024143,Tosoh Corporation,04562185395594 / GS1,On the EU Market,W01029099: IMMUNOCHEMISTRY REAGENTS - OTHER,,0029703,,,,No,,No,No,No,2 to 8 Celsius degree,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/f74868d3-c64f-44ab-8936-a9d700dece94
1694,JP-MF-000024143,Tosoh Corporation,04562185395600 / GS1,On the EU Market,W01029099: IMMUNOCHEMISTRY REAGENTS - OTHER,,0029704,,,,No,,No,No,No,2 to 8 Celsius degree,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/82c2dc71-347b-46e1-aa5b-dfb7a7a1f7ba
1695,JP-MF-000024143,Tosoh Corporation,04562185396874 / GS1,On the EU Market,W0201060101: GLYCOSILATED HEMOGLOBIN DEVICEs,,0023850,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9ad904dd-ec52-4cb1-8c44-52302e16ade9
1696,JP-MF-000024143,Tosoh Corporation,04562185396881 / GS1,On the EU Market,W020106019080: VARIOUS DIABETES MONITORING INSTRUMENTS - HARDWARE ACCESSORIES,,0023852,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/56d75e33-50af-4e2b-b1d1-3422ceb13694
1697,JP-MF-000024143,Tosoh Corporation,04562185396904 / GS1,On the EU Market,W0201020102: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - MODERATE ROUTINE (Throughput > 100 and <= 250 test/h),,0023650,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9ade9de4-0faa-4800-be28-1e74aa1fc63f
1698,JP-MF-000024143,Tosoh Corporation,04562185396911 / GS1,On the EU Market,W0201020102: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - MODERATE ROUTINE (Throughput > 100 and <= 250 test/h),,0023651,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4ea85c56-f24a-4ce4-9896-d8ee80375725
1699,JP-MF-000024143,Tosoh Corporation,04562185396935 / GS1,On the EU Market,W020106019080: VARIOUS DIABETES MONITORING INSTRUMENTS - HARDWARE ACCESSORIES,,0023853,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/3770ed93-9e20-45ec-a5be-31f2e0edbefd
1700,JP-MF-000024143,Tosoh Corporation,04562185400137 / GS1,On the EU Market,W0201060101: GLYCOSILATED HEMOGLOBIN DEVICEs,,0023851,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/c3828420-195b-44ea-8ba7-aa2b2def0a10
1701,JP-MF-000024143,Tosoh Corporation,04562185400588 / GS1,On the EU Market,W0201020102: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - MODERATE ROUTINE (Throughput > 100 and <= 250 test/h),,0024130,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/5ab3e2a0-09db-4bcb-ab41-40ccb658f001
1702,JP-MF-000024143,Tosoh Corporation,04562185400595 / GS1,On the EU Market,W0201020102: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - MODERATE ROUTINE (Throughput > 100 and <= 250 test/h),,0024131,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/47bd6649-e125-4ea9-ae67-285d838c3f90
1703,JP-MF-000024143,Tosoh Corporation,04562185400601 / GS1,On the EU Market,W0201020182: AUTOMATED IMMUNOCHEMISTRY ANALYSERS - SOFTWARE ACCESSORIES,,0024132,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/ae84b643-890d-4bca-98d9-b64651413bd9
1704,JP-MF-000024143,Tosoh Corporation,04562185402094 / GS1,On the EU Market,W020106019082: VARIOUS DIABETES MONITORING INSTRUMENTS - SOFTWARE ACCESSORIES,,0023295,,,,No,,No,No,No,,,No,Belgium,https://ec.europa.eu/tools/eudamed/#/screen/search-device/0b5afd10-7541-45c6-b0f5-fe8781e3f12b
1705,JP-MF-000025468,Tokyo Boeki Medisys Inc.,04580262016002 / GS1,On the EU Market,W0201010101: CHEMISTRY ANALYSERS - LOW ROUTINE (Random access without ISE mode test/h <= 400),BIOLIS 30i[EN],60-01-0001,,,,No,,No,No,No,,,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/d93f299a-48fc-41b4-bfbe-b01a163fa243
1706,JP-MF-000019003,"Hamamatsu Photonics K.K., Systems Division",04582389010697 / GS1,On the EU Market,W0202050304: DIGITAL LABORATORY MICROSCOPES,NanoZoomer S360MD Slide scanner system[EN],C13220-21MDEU,,https://www.nanozoomer.com/,,No,,No,No,No,"-10°C to +50°C, Operation: +15°C to +30°C | 10% to 90% (no condensation), Operation: 30% to 80% (no condensation) | Indoors, altitude ≤ 2000 m",,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/97d990db-5448-41c8-a180-5301db460fbd
1707,JP-MF-000019003,"Hamamatsu Photonics K.K., Systems Division",04582389010789 / GS1,On the EU Market,W0202050304: DIGITAL LABORATORY MICROSCOPES,NanoZoomer S60v2MD Slide scanner system[EN],C16600-21MDEU,,https://www.nanozoomer.com/,,No,,No,No,No,"Storage: -10°C to +50°C, Operation: +15°C to +30°C | Storage: 10% to 90% (no condensation), Operation: 30% to 80% (no condensation) | Indoors, altitude ≤ 2000 m",,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/7eb82092-44ff-44b2-aac4-7d562b3e77d2
1708,TW-MF-000003400,DELBIO INC.,04713072985019 / GS1,On the EU Market,W02050116: NUCLEIC ACID TESTING INTEGRETED EXTRATION /AMPLIFICATION /DETECTION SYSTEMS,DELBIO Automated Nucleic Acid Analysis System [EN],G1-01,,,,No,,No,No,No,,,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2cf6aea3-dd54-417d-ae2f-6c3da5242224
1709,TW-MF-000003400,DELBIO INC.,04713072985033 / GS1,On the EU Market,W0105900101: REAGENTS FOR DNA AND/OR RNA EXTRACTION AND PREPARATION: BACTERIA AND/OR VIRUS,Vircell GS Nucleic Acid Extraction Kit[EN],VXGS001,"Nucleic Acid Extraction Kit is an in vitro diagnostic (IVD)
device intended for use in combination with the Automated Nucleic Acid Analysis System to purify nucleic acids from clinical specimens.[EN]",,,Yes,1,No,No,No,,,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/e29273e5-33cb-4d3f-9886-59578d827a19
1710,TW-MF-000003400,DELBIO INC.,04713072985040 / GS1,On the EU Market,W02050116: NUCLEIC ACID TESTING INTEGRETED EXTRATION /AMPLIFICATION /DETECTION SYSTEMS,Vircell Molecular Analysis POC System G1[EN],VG1MD,,,,No,,No,No,No,,,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/23e3d2c3-14ed-4982-b0ad-ebf876dcdf45
1711,TW-MF-000003400,DELBIO INC.,04713072985057 / GS1,On the EU Market,W0105900101: REAGENTS FOR DNA AND/OR RNA EXTRACTION AND PREPARATION: BACTERIA AND/OR VIRUS,DELBIO GS1 Nucleic Acid Extraction Kit[EN],GB-001,"Nucleic Acid Extraction Kit is an in vitro diagnostic (IVD)
device intended for use in combination with theAutomated Nucleic Acid Analysis System to purify nucleic acids from clinical specimens.[EN]",,,Yes,1,No,No,No,,,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/12fdcb66-c87b-4ff6-bf82-ab928e934eb1
1712,TW-MF-000003400,DELBIO INC.,04713072985064 / GS1,On the EU Market,W0105900101: REAGENTS FOR DNA AND/OR RNA EXTRACTION AND PREPARATION: BACTERIA AND/OR VIRUS,DELBIO GS2 Nucleic Acid Extraction Kit[EN],GB-004,"Nucleic Acid Extraction Kit is an in vitro diagnostic (IVD)
device intended for use in combination with the Automated Nucleic Acid Analysis System to purify nucleic acids from clinical specimens.[EN]",,,Yes,1,No,No,No,,,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/8d7b8287-5818-4d18-8ff6-a4e7bf6e7c41
1713,TW-MF-000003400,DELBIO INC.,04713072985071 / GS1,On the EU Market,W02050116: NUCLEIC ACID TESTING INTEGRETED EXTRATION /AMPLIFICATION /DETECTION SYSTEMS,DELBIO Automated Nucleic Acid Analysis System [EN],G1-03,,,,No,,No,No,No,,,No,Spain,https://ec.europa.eu/tools/eudamed/#/screen/search-device/4c64ec21-ef4a-4f64-ac61-6e52319950ed
1714,TW-MF-000023414,Trentron Biomedical Ltd.,04719878570039 / GS1,On the EU Market,W02050116: NUCLEIC ACID TESTING INTEGRETED EXTRATION /AMPLIFICATION /DETECTION SYSTEMS,VitaPCR Instrument[EN],PCRAC0101,,,,No,,No,No,No,,,No,Germany,https://ec.europa.eu/tools/eudamed/#/screen/search-device/9e84ef25-5cfd-4e73-8a33-d50ce84a0781
1715,TW-MF-000018809,"BaSO Biotech Co., LTD..",04719889110019 / GS1,On the EU Market,W0104080203: GRAM POSITIVE - MANUAL IDENTIFICATION,,GMO-A01,,,,No,,No,No,No,15℃~30℃ | relative humidity less than 80%,,No,Italy,https://ec.europa.eu/tools/eudamed/#/screen/search-device/2113cad2-b763-49f2-be8c-59104af21a12
1716,TW-MF-000018809,"BaSO Biotech Co., LTD..",04719889110026 / GS1,On the EU Market,W0104010804: STAINS,Crystal Violet Solution[EN],GMX-A10,A rapid staining procedure to classify bacteria based on their cell wall characteristic.[EN],,,No,,No,No,No,15℃~30℃ | relative humidity less than 80%,,No,Italy,https://ec.europa.eu/tools/eudamed/#/screen/search-device/812dbd6f-148a-42af-a9de-044cafdf2a6d
1717,TW-MF-000018809,"BaSO Biotech Co., LTD..",04719889110033 / GS1,On the EU Market,W0104010804: STAINS,Iodine Solution[EN],GMX-B10,A rapid staining procedure to classify bacteria based on their cell wall characteristic.[EN],,,No,,No,No,No,15℃~30℃ | relative humidity less than 80%,,No,Italy,https://ec.europa.eu/tools/eudamed/#/screen/search-device/594ebf3a-096e-471d-9e8a-d144371deb33
1718,TW-MF-000018809,"BaSO Biotech Co., LTD..",04719889110040 / GS1,On the EU Market,W0104010804: STAINS,Decolorizer[EN],GMX-C10,A rapid staining procedure to classify bacteria based on their cell wall characteristic.[EN],,,No,,No,No,No,15℃~30℃ | relative humidity less than 80%,,No,Italy,https://ec.europa.eu/tools/eudamed/#/screen/search-device/72800de3-3b84-448e-9023-b3453728a98e
